year,month,region,precip
1913,10,Niedersachsen/Hamburg/Bremen,45.3
1913,10,Nordrhein-Westfalen,61.4
1913,10,Rheinland-Pfalz,40.2
1913,10,Schleswig-Holstein,48
1913,10,Saarland,46.7
1913,10,Sachsen,27.7
1913,10,Sachsen-Anhalt,29.2
1913,10,Thueringen/Sachsen-Anhalt,32.3
1913,10,Thueringen,36.2
1913,10,Deutschland,38.8
1914,10,Brandenburg/Berlin,55.4
1914,10,Brandenburg,55.6
1914,10,Baden-Wuerttemberg,38
1914,10,Bayern,38.8
1914,10,Hessen,52.6
1914,10,Mecklenburg-Vorpommern,75
1914,10,Niedersachsen,59.7
1914,10,Niedersachsen/Hamburg/Bremen,59.8
1914,10,Nordrhein-Westfalen,74.6
1914,10,Rheinland-Pfalz,46.9
1914,10,Schleswig-Holstein,81
1914,10,Saarland,34.2
1914,10,Sachsen,67.8
1914,10,Sachsen-Anhalt,59.4
1914,10,Thueringen/Sachsen-Anhalt,59.8
1914,10,Thueringen,60.3
1914,10,Deutschland,55.5
1915,10,Brandenburg/Berlin,37.4
1915,10,Brandenburg,37.6
1915,10,Baden-Wuerttemberg,36.1
1915,10,Bayern,64.6
1915,10,Hessen,26.2
1915,10,Mecklenburg-Vorpommern,26.6
1915,10,Niedersachsen,25.2
1915,10,Niedersachsen/Hamburg/Bremen,24.9
1915,10,Nordrhein-Westfalen,28.7
1915,10,Rheinland-Pfalz,23
1915,10,Schleswig-Holstein,18.5
1915,10,Saarland,19.6
1915,10,Sachsen,87.6
1915,10,Sachsen-Anhalt,48.5
1915,10,Thueringen/Sachsen-Anhalt,49.6
1915,10,Thueringen,50.9
1915,10,Deutschland,40.9
1916,10,Brandenburg/Berlin,49
1916,10,Brandenburg,49.2
1916,10,Baden-Wuerttemberg,91.1
1916,10,Bayern,70.6
1916,10,Hessen,66.2
1916,10,Mecklenburg-Vorpommern,70.1
1916,10,Niedersachsen,66.8
1916,10,Niedersachsen/Hamburg/Bremen,67.6
1916,10,Nordrhein-Westfalen,75.1
1916,10,Rheinland-Pfalz,68.2
1916,10,Schleswig-Holstein,94.1
1916,10,Saarland,89.8
1916,10,Sachsen,46.5
1916,10,Sachsen-Anhalt,36
1916,10,Thueringen/Sachsen-Anhalt,39.5
1916,10,Thueringen,43.9
1916,10,Deutschland,67.2
1917,10,Brandenburg/Berlin,75.2
1917,10,Brandenburg,74.7
1917,10,Baden-Wuerttemberg,124.9
1917,10,Bayern,108.6
1917,10,Hessen,117.5
1917,10,Mecklenburg-Vorpommern,89.6
1917,10,Niedersachsen,105.5
1917,10,Niedersachsen/Hamburg/Bremen,105.3
1917,10,Nordrhein-Westfalen,127.3
1917,10,Rheinland-Pfalz,128.6
1917,10,Schleswig-Holstein,133
1917,10,Saarland,144.9
1917,10,Sachsen,54.3
1917,10,Sachsen-Anhalt,63.2
1917,10,Thueringen/Sachsen-Anhalt,70.8
1917,10,Thueringen,80.4
1917,10,Deutschland,104
1918,10,Brandenburg/Berlin,42.5
1918,10,Brandenburg,42.7
1918,10,Baden-Wuerttemberg,45.6
1918,10,Bayern,40.8
1918,10,Hessen,60.5
1918,10,Mecklenburg-Vorpommern,44
1918,10,Niedersachsen,46.3
1918,10,Niedersachsen/Hamburg/Bremen,46.3
1918,10,Nordrhein-Westfalen,64.2
1918,10,Rheinland-Pfalz,62.1
1918,10,Schleswig-Holstein,49.2
1918,10,Saarland,60.4
1918,10,Sachsen,74.7
1918,10,Sachsen-Anhalt,58.5
1918,10,Thueringen/Sachsen-Anhalt,62.7
1918,10,Thueringen,67.9
1918,10,Deutschland,51.6
1919,10,Brandenburg/Berlin,66.4
1919,10,Brandenburg,66.5
1919,10,Baden-Wuerttemberg,48.7
1919,10,Bayern,57.7
1919,10,Hessen,34.4
1919,10,Mecklenburg-Vorpommern,65.4
1919,10,Niedersachsen,45.4
1919,10,Niedersachsen/Hamburg/Bremen,45.4
1919,10,Nordrhein-Westfalen,37
1919,10,Rheinland-Pfalz,32.4
1919,10,Schleswig-Holstein,70.9
1919,10,Saarland,29.5
1919,10,Sachsen,102.2
1919,10,Sachsen-Anhalt,61.4
1919,10,Thueringen/Sachsen-Anhalt,57.1
1919,10,Thueringen,51.6
1919,10,Deutschland,54.4
1920,10,Brandenburg/Berlin,4.4
1920,10,Brandenburg,4.4
1920,10,Baden-Wuerttemberg,17.1
1920,10,Bayern,4
1920,10,Hessen,20.8
1920,10,Mecklenburg-Vorpommern,5.6
1920,10,Niedersachsen,17.1
1920,10,Niedersachsen/Hamburg/Bremen,17
1920,10,Nordrhein-Westfalen,21.7
1920,10,Rheinland-Pfalz,41.4
1920,10,Schleswig-Holstein,14.8
1920,10,Saarland,69
1920,10,Sachsen,8.8
1920,10,Sachsen-Anhalt,10.4
1920,10,Thueringen/Sachsen-Anhalt,10.3
1920,10,Thueringen,10.2
1920,10,Deutschland,13.9
1921,10,Brandenburg/Berlin,43.2
1921,10,Brandenburg,42.9
1921,10,Baden-Wuerttemberg,25.8
1921,10,Bayern,48.5
1921,10,Hessen,33.7
1921,10,Mecklenburg-Vorpommern,49.6
1921,10,Niedersachsen,38.6
1921,10,Niedersachsen/Hamburg/Bremen,38.5
1921,10,Nordrhein-Westfalen,36.5
1921,10,Rheinland-Pfalz,18.8
1921,10,Schleswig-Holstein,42.5
1921,10,Saarland,17.8
1921,10,Sachsen,66.3
1921,10,Sachsen-Anhalt,37.1
1921,10,Thueringen/Sachsen-Anhalt,39.6
1921,10,Thueringen,42.8
1921,10,Deutschland,40.4
1922,10,Brandenburg/Berlin,26.4
1922,10,Brandenburg,26.6
1922,10,Baden-Wuerttemberg,71.7
1922,10,Bayern,75.9
1922,10,Hessen,58.4
1922,10,Mecklenburg-Vorpommern,25.4
1922,10,Niedersachsen,57.3
1922,10,Niedersachsen/Hamburg/Bremen,56.7
1922,10,Nordrhein-Westfalen,67.7
1922,10,Rheinland-Pfalz,54.5
1922,10,Schleswig-Holstein,25.7
1922,10,Saarland,54.3
1922,10,Sachsen,75.8
1922,10,Sachsen-Anhalt,53.4
1922,10,Thueringen/Sachsen-Anhalt,59.3
1922,10,Thueringen,66.6
1922,10,Deutschland,58.4
1923,10,Brandenburg/Berlin,70.3
1923,10,Brandenburg,70.5
1923,10,Baden-Wuerttemberg,156.1
1923,10,Bayern,139.6
1923,10,Hessen,190
1923,10,Mecklenburg-Vorpommern,73.1
1923,10,Niedersachsen,100.7
1923,10,Niedersachsen/Hamburg/Bremen,100
1923,10,Nordrhein-Westfalen,149.6
1923,10,Rheinland-Pfalz,173.2
1923,10,Schleswig-Holstein,100.2
1923,10,Saarland,211
1923,10,Sachsen,132.3
1923,10,Sachsen-Anhalt,95.3
1923,10,Thueringen/Sachsen-Anhalt,117.1
1923,10,Thueringen,144.6
1923,10,Deutschland,127.6
1924,10,Brandenburg/Berlin,20.2
1924,10,Brandenburg,20.3
1924,10,Baden-Wuerttemberg,55.2
1924,10,Bayern,33.7
1924,10,Hessen,47.6
1924,10,Mecklenburg-Vorpommern,25
1924,10,Niedersachsen,45.9
1924,10,Niedersachsen/Hamburg/Bremen,45.9
1924,10,Nordrhein-Westfalen,53.2
1924,10,Rheinland-Pfalz,69.9
1924,10,Schleswig-Holstein,50
1924,10,Saarland,106.3
1924,10,Sachsen,26.3
1924,10,Sachsen-Anhalt,22.3
1924,10,Thueringen/Sachsen-Anhalt,26.5
1924,10,Thueringen,31.8
1924,10,Deutschland,40.7
1925,10,Brandenburg/Berlin,39
1925,10,Brandenburg,39.1
1925,10,Baden-Wuerttemberg,43.2
1925,10,Bayern,56.8
1925,10,Hessen,59.3
1925,10,Mecklenburg-Vorpommern,53.6
1925,10,Niedersachsen,58.1
1925,10,Niedersachsen/Hamburg/Bremen,58.4
1925,10,Nordrhein-Westfalen,70.9
1925,10,Rheinland-Pfalz,56.7
1925,10,Schleswig-Holstein,70.2
1925,10,Saarland,66.5
1925,10,Sachsen,57
1925,10,Sachsen-Anhalt,30.2
1925,10,Thueringen/Sachsen-Anhalt,41
1925,10,Thueringen,54.6
1925,10,Deutschland,54.5
1926,10,Brandenburg/Berlin,75.4
1926,10,Brandenburg,75.7
1926,10,Baden-Wuerttemberg,131.3
1926,10,Bayern,97.2
1926,10,Hessen,117.6
1926,10,Mecklenburg-Vorpommern,85.8
1926,10,Niedersachsen,115.9
1926,10,Niedersachsen/Hamburg/Bremen,115.6
1926,10,Nordrhein-Westfalen,158
1926,10,Rheinland-Pfalz,106.5
1926,10,Schleswig-Holstein,112.7
1926,10,Saarland,114.3
1926,10,Sachsen,81.4
1926,10,Sachsen-Anhalt,91.9
1926,10,Thueringen/Sachsen-Anhalt,94.6
1926,10,Thueringen,97.9
1926,10,Deutschland,107.8
1927,10,Brandenburg/Berlin,28.4
1927,10,Brandenburg,28.5
1927,10,Baden-Wuerttemberg,29.3
1927,10,Bayern,29.1
1927,10,Hessen,26.9
1927,10,Mecklenburg-Vorpommern,49.8
1927,10,Niedersachsen,46.4
1927,10,Niedersachsen/Hamburg/Bremen,46.8
1927,10,Nordrhein-Westfalen,30
1927,10,Rheinland-Pfalz,27.2
1927,10,Schleswig-Holstein,78.9
1927,10,Saarland,25.5
1927,10,Sachsen,33.9
1927,10,Sachsen-Anhalt,24.5
1927,10,Thueringen/Sachsen-Anhalt,25.4
1927,10,Thueringen,26.6
1927,10,Deutschland,34.7
1928,10,Brandenburg/Berlin,51.7
1928,10,Brandenburg,51.9
1928,10,Baden-Wuerttemberg,91.9
1928,10,Bayern,64.1
1928,10,Hessen,84
1928,10,Mecklenburg-Vorpommern,65.4
1928,10,Niedersachsen,87.3
1928,10,Niedersachsen/Hamburg/Bremen,87.4
1928,10,Nordrhein-Westfalen,93.5
1928,10,Rheinland-Pfalz,90.5
1928,10,Schleswig-Holstein,78.5
1928,10,Saarland,129.7
1928,10,Sachsen,51.4
1928,10,Sachsen-Anhalt,66.7
1928,10,Thueringen/Sachsen-Anhalt,63.6
1928,10,Thueringen,59.6
1928,10,Deutschland,75
1929,10,Brandenburg/Berlin,85.1
1929,10,Brandenburg,84.8
1929,10,Baden-Wuerttemberg,89.4
1929,10,Bayern,72.2
1929,10,Hessen,83.7
1929,10,Mecklenburg-Vorpommern,85.3
1929,10,Niedersachsen,97.7
1929,10,Niedersachsen/Hamburg/Bremen,97.9
1929,10,Nordrhein-Westfalen,130.6
1929,10,Rheinland-Pfalz,96.4
1929,10,Schleswig-Holstein,86.5
1929,10,Saarland,93.7
1929,10,Sachsen,93.3
1929,10,Sachsen-Anhalt,72.2
1929,10,Thueringen/Sachsen-Anhalt,76.9
1929,10,Thueringen,82.9
1929,10,Deutschland,89.4
1930,10,Brandenburg/Berlin,98.1
1930,10,Brandenburg,98.6
1930,10,Baden-Wuerttemberg,143.1
1930,10,Bayern,127.4
1930,10,Hessen,98.5
1930,10,Mecklenburg-Vorpommern,63.2
1930,10,Niedersachsen,75.2
1930,10,Niedersachsen/Hamburg/Bremen,74.9
1930,10,Nordrhein-Westfalen,93.1
1930,10,Rheinland-Pfalz,112.3
1930,10,Schleswig-Holstein,69.8
1930,10,Saarland,181.8
1930,10,Sachsen,156.6
1930,10,Sachsen-Anhalt,62.7
1930,10,Thueringen/Sachsen-Anhalt,72.5
1930,10,Thueringen,84.9
1930,10,Deutschland,103.4
1931,10,Brandenburg/Berlin,35.9
1931,10,Brandenburg,35.8
1931,10,Baden-Wuerttemberg,62.7
1931,10,Bayern,55.4
1931,10,Hessen,45.7
1931,10,Mecklenburg-Vorpommern,45.3
1931,10,Niedersachsen,43.3
1931,10,Niedersachsen/Hamburg/Bremen,43.1
1931,10,Nordrhein-Westfalen,52.2
1931,10,Rheinland-Pfalz,43.2
1931,10,Schleswig-Holstein,49
1931,10,Saarland,40.6
1931,10,Sachsen,39.8
1931,10,Sachsen-Anhalt,33.8
1931,10,Thueringen/Sachsen-Anhalt,35.4
1931,10,Thueringen,37.4
1931,10,Deutschland,47.4
1932,10,Brandenburg/Berlin,68.5
1932,10,Brandenburg,68.5
1932,10,Baden-Wuerttemberg,103.5
1932,10,Bayern,96.7
1932,10,Hessen,129.6
1932,10,Mecklenburg-Vorpommern,92.8
1932,10,Niedersachsen,121.5
1932,10,Niedersachsen/Hamburg/Bremen,121.7
1932,10,Nordrhein-Westfalen,143.4
1932,10,Rheinland-Pfalz,138.4
1932,10,Schleswig-Holstein,143.9
1932,10,Saarland,182.3
1932,10,Sachsen,69.1
1932,10,Sachsen-Anhalt,66.9
1932,10,Thueringen/Sachsen-Anhalt,76.8
1932,10,Thueringen,89.3
1932,10,Deutschland,106.2
1933,10,Brandenburg/Berlin,53.3
1933,10,Brandenburg,53.1
1933,10,Baden-Wuerttemberg,62.4
1933,10,Bayern,70.9
1933,10,Hessen,53.6
1933,10,Mecklenburg-Vorpommern,73.4
1933,10,Niedersachsen,52.7
1933,10,Niedersachsen/Hamburg/Bremen,52.9
1933,10,Nordrhein-Westfalen,54.9
1933,10,Rheinland-Pfalz,59.1
1933,10,Schleswig-Holstein,80.6
1933,10,Saarland,74.6
1933,10,Sachsen,39.8
1933,10,Sachsen-Anhalt,42.3
1933,10,Thueringen/Sachsen-Anhalt,42
1933,10,Thueringen,41.6
1933,10,Deutschland,59.1
1934,10,Brandenburg/Berlin,46.9
1934,10,Brandenburg,46.9
1934,10,Baden-Wuerttemberg,59.3
1934,10,Bayern,70.2
1934,10,Hessen,79.3
1934,10,Mecklenburg-Vorpommern,60.6
1934,10,Niedersachsen,90.3
1934,10,Niedersachsen/Hamburg/Bremen,90.2
1934,10,Nordrhein-Westfalen,87.7
1934,10,Rheinland-Pfalz,68
1934,10,Schleswig-Holstein,109.1
1934,10,Saarland,69.4
1934,10,Sachsen,74.3
1934,10,Sachsen-Anhalt,50
1934,10,Thueringen/Sachsen-Anhalt,63.3
1934,10,Thueringen,80.1
1934,10,Deutschland,72.5
1935,10,Brandenburg/Berlin,80.7
1935,10,Brandenburg,81.1
1935,10,Baden-Wuerttemberg,138.9
1935,10,Bayern,121.5
1935,10,Hessen,76.3
1935,10,Mecklenburg-Vorpommern,81.4
1935,10,Niedersachsen,82
1935,10,Niedersachsen/Hamburg/Bremen,81.8
1935,10,Nordrhein-Westfalen,97.5
1935,10,Rheinland-Pfalz,67.8
1935,10,Schleswig-Holstein,101.6
1935,10,Saarland,79.8
1935,10,Sachsen,128.9
1935,10,Sachsen-Anhalt,66.8
1935,10,Thueringen/Sachsen-Anhalt,73.4
1935,10,Thueringen,81.7
1935,10,Deutschland,98.3
1936,10,Brandenburg/Berlin,53.8
1936,10,Brandenburg,53.9
1936,10,Baden-Wuerttemberg,64.5
1936,10,Bayern,83.5
1936,10,Hessen,60.3
1936,10,Mecklenburg-Vorpommern,60.5
1936,10,Niedersachsen,78.2
1936,10,Niedersachsen/Hamburg/Bremen,78.3
1936,10,Nordrhein-Westfalen,82.5
1936,10,Rheinland-Pfalz,53.9
1936,10,Schleswig-Holstein,96
1936,10,Saarland,53.4
1936,10,Sachsen,76.9
1936,10,Sachsen-Anhalt,51.2
1936,10,Thueringen/Sachsen-Anhalt,58.6
1936,10,Thueringen,67.9
1936,10,Deutschland,71.3
1937,10,Brandenburg/Berlin,22.7
1937,10,Brandenburg,22.8
1937,10,Baden-Wuerttemberg,39.8
1937,10,Bayern,53.5
1937,10,Hessen,22.3
1937,10,Mecklenburg-Vorpommern,16.7
1937,10,Niedersachsen,21.2
1937,10,Niedersachsen/Hamburg/Bremen,21.2
1937,10,Nordrhein-Westfalen,14.2
1937,10,Rheinland-Pfalz,24.2
1937,10,Schleswig-Holstein,23
1937,10,Saarland,29.7
1937,10,Sachsen,51.7
1937,10,Sachsen-Anhalt,26.4
1937,10,Thueringen/Sachsen-Anhalt,29.7
1937,10,Thueringen,33.9
1937,10,Deutschland,31.5
1938,10,Brandenburg/Berlin,58.1
1938,10,Brandenburg,58
1938,10,Baden-Wuerttemberg,72.9
1938,10,Bayern,53.6
1938,10,Hessen,75.7
1938,10,Mecklenburg-Vorpommern,63
1938,10,Niedersachsen,96.6
1938,10,Niedersachsen/Hamburg/Bremen,96.5
1938,10,Nordrhein-Westfalen,88.5
1938,10,Rheinland-Pfalz,73.8
1938,10,Schleswig-Holstein,124.8
1938,10,Saarland,82.5
1938,10,Sachsen,61.5
1938,10,Sachsen-Anhalt,67.2
1938,10,Thueringen/Sachsen-Anhalt,64.9
1938,10,Thueringen,62
1938,10,Deutschland,73
1939,10,Brandenburg/Berlin,84.4
1939,10,Brandenburg,84.1
1939,10,Baden-Wuerttemberg,201.1
1939,10,Bayern,153.2
1939,10,Hessen,147.9
1939,10,Mecklenburg-Vorpommern,77.7
1939,10,Niedersachsen,92.8
1939,10,Niedersachsen/Hamburg/Bremen,92.8
1939,10,Nordrhein-Westfalen,106.8
1939,10,Rheinland-Pfalz,162.8
1939,10,Schleswig-Holstein,86.8
1939,10,Saarland,183.3
1939,10,Sachsen,75.4
1939,10,Sachsen-Anhalt,90
1939,10,Thueringen/Sachsen-Anhalt,104
1939,10,Thueringen,121.7
1939,10,Deutschland,123.2
1940,10,Brandenburg/Berlin,12.5
1940,10,Brandenburg,12.6
1940,10,Baden-Wuerttemberg,43.7
1940,10,Bayern,42
1940,10,Hessen,32.7
1940,10,Mecklenburg-Vorpommern,24.6
1940,10,Niedersachsen,41
1940,10,Niedersachsen/Hamburg/Bremen,41.2
1940,10,Nordrhein-Westfalen,33
1940,10,Rheinland-Pfalz,38.1
1940,10,Schleswig-Holstein,59
1940,10,Saarland,64.1
1940,10,Sachsen,26.4
1940,10,Sachsen-Anhalt,21.9
1940,10,Thueringen/Sachsen-Anhalt,23.3
1940,10,Thueringen,25.1
1940,10,Deutschland,35
1941,10,Brandenburg/Berlin,98.3
1941,10,Brandenburg,98.1
1941,10,Baden-Wuerttemberg,132.3
1941,10,Bayern,146.3
1941,10,Hessen,115.1
1941,10,Mecklenburg-Vorpommern,106.6
1941,10,Niedersachsen,140.8
1941,10,Niedersachsen/Hamburg/Bremen,140.5
1941,10,Nordrhein-Westfalen,146.3
1941,10,Rheinland-Pfalz,88.6
1941,10,Schleswig-Holstein,112.7
1941,10,Saarland,87.4
1941,10,Sachsen,127.3
1941,10,Sachsen-Anhalt,108.8
1941,10,Thueringen/Sachsen-Anhalt,120
1941,10,Thueringen,134.1
1941,10,Deutschland,126.9
1942,10,Brandenburg/Berlin,54.5
1942,10,Brandenburg,54.9
1942,10,Baden-Wuerttemberg,62.7
1942,10,Bayern,83.1
1942,10,Hessen,62.6
1942,10,Mecklenburg-Vorpommern,59.6
1942,10,Niedersachsen,94.8
1942,10,Niedersachsen/Hamburg/Bremen,94.5
1942,10,Nordrhein-Westfalen,91.2
1942,10,Rheinland-Pfalz,51.4
1942,10,Schleswig-Holstein,102.9
1942,10,Saarland,64.5
1942,10,Sachsen,100
1942,10,Sachsen-Anhalt,68.9
1942,10,Thueringen/Sachsen-Anhalt,71
1942,10,Thueringen,73.6
1942,10,Deutschland,76.8
1943,10,Brandenburg/Berlin,5
1943,10,Brandenburg,5
1943,10,Baden-Wuerttemberg,1.8
1943,10,Bayern,1.1
1943,10,Hessen,9.7
1943,10,Mecklenburg-Vorpommern,10.6
1943,10,Niedersachsen,15.1
1943,10,Niedersachsen/Hamburg/Bremen,15.2
1943,10,Nordrhein-Westfalen,20.7
1943,10,Rheinland-Pfalz,19.9
1943,10,Schleswig-Holstein,22.6
1943,10,Saarland,26.3
1943,10,Sachsen,1.7
1943,10,Sachsen-Anhalt,5.3
1943,10,Thueringen/Sachsen-Anhalt,3.6
1943,10,Thueringen,1.4
1943,10,Deutschland,9
1944,10,Brandenburg/Berlin,41.9
1944,10,Brandenburg,42
1944,10,Baden-Wuerttemberg,76.8
1944,10,Bayern,66.6
1944,10,Hessen,66.9
1944,10,Mecklenburg-Vorpommern,44
1944,10,Niedersachsen,55.5
1944,10,Niedersachsen/Hamburg/Bremen,55.5
1944,10,Nordrhein-Westfalen,78.7
1944,10,Rheinland-Pfalz,73.2
1944,10,Schleswig-Holstein,53.5
1944,10,Saarland,100
1944,10,Sachsen,53.2
1944,10,Sachsen-Anhalt,51.5
1944,10,Thueringen/Sachsen-Anhalt,55.1
1944,10,Thueringen,59.7
1944,10,Deutschland,62
1945,10,Brandenburg/Berlin,42.2
1945,10,Brandenburg,42.4
1945,10,Baden-Wuerttemberg,41
1945,10,Bayern,46.9
1945,10,Hessen,28.5
1945,10,Mecklenburg-Vorpommern,46
1945,10,Niedersachsen,45.6
1945,10,Niedersachsen/Hamburg/Bremen,45.5
1945,10,Nordrhein-Westfalen,52.6
1945,10,Rheinland-Pfalz,20.2
1945,10,Schleswig-Holstein,57
1945,10,Saarland,17
1945,10,Sachsen,52.7
1945,10,Sachsen-Anhalt,35.2
1945,10,Thueringen/Sachsen-Anhalt,35.5
1945,10,Thueringen,35.8
1945,10,Deutschland,43
1946,10,Brandenburg/Berlin,45.1
1946,10,Brandenburg,45.1
1946,10,Baden-Wuerttemberg,55.9
1946,10,Bayern,71.2
1946,10,Hessen,56.5
1946,10,Mecklenburg-Vorpommern,45.7
1946,10,Niedersachsen,55.9
1946,10,Niedersachsen/Hamburg/Bremen,55.8
1946,10,Nordrhein-Westfalen,58.1
1946,10,Rheinland-Pfalz,37
1946,10,Schleswig-Holstein,44.8
1946,10,Saarland,31.2
1946,10,Sachsen,79.8
1946,10,Sachsen-Anhalt,62.4
1946,10,Thueringen/Sachsen-Anhalt,69.4
1946,10,Thueringen,78.1
1946,10,Deutschland,58.5
1947,10,Brandenburg/Berlin,15.9
1947,10,Brandenburg,15.8
1947,10,Baden-Wuerttemberg,18.8
1947,10,Bayern,14.7
1947,10,Hessen,14.2
1947,10,Mecklenburg-Vorpommern,19.6
1947,10,Niedersachsen,22
1947,10,Niedersachsen/Hamburg/Bremen,22.1
1947,10,Nordrhein-Westfalen,20.8
1947,10,Rheinland-Pfalz,24
1947,10,Schleswig-Holstein,25.3
1947,10,Saarland,31
1947,10,Sachsen,14
1947,10,Sachsen-Anhalt,12.6
1947,10,Thueringen/Sachsen-Anhalt,11.6
1947,10,Thueringen,10.3
1947,10,Deutschland,17.9
1948,10,Brandenburg/Berlin,39.8
1948,10,Brandenburg,39.6
1948,10,Baden-Wuerttemberg,33.2
1948,10,Bayern,33.1
1948,10,Hessen,43.7
1948,10,Mecklenburg-Vorpommern,45.8
1948,10,Niedersachsen,32.3
1948,10,Niedersachsen/Hamburg/Bremen,32.3
1948,10,Nordrhein-Westfalen,39
1948,10,Rheinland-Pfalz,37.4
1948,10,Schleswig-Holstein,64.8
1948,10,Saarland,42.5
1948,10,Sachsen,27.5
1948,10,Sachsen-Anhalt,36.6
1948,10,Thueringen/Sachsen-Anhalt,36.5
1948,10,Thueringen,36.3
1948,10,Deutschland,37.3
1949,10,Brandenburg/Berlin,6.4
1949,10,Brandenburg,6.4
1949,10,Baden-Wuerttemberg,23.6
1949,10,Bayern,19.6
1949,10,Hessen,30.7
1949,10,Mecklenburg-Vorpommern,10.3
1949,10,Niedersachsen,21.5
1949,10,Niedersachsen/Hamburg/Bremen,21.5
1949,10,Nordrhein-Westfalen,37.4
1949,10,Rheinland-Pfalz,57.1
1949,10,Schleswig-Holstein,37.2
1949,10,Saarland,70.1
1949,10,Sachsen,11.4
1949,10,Sachsen-Anhalt,7.5
1949,10,Thueringen/Sachsen-Anhalt,12.2
1949,10,Thueringen,18
1949,10,Deutschland,23
1950,10,Brandenburg/Berlin,33
1950,10,Brandenburg,33
1950,10,Baden-Wuerttemberg,34
1950,10,Bayern,45.9
1950,10,Hessen,33.5
1950,10,Mecklenburg-Vorpommern,33.9
1950,10,Niedersachsen,39.9
1950,10,Niedersachsen/Hamburg/Bremen,39.8
1950,10,Nordrhein-Westfalen,42.6
1950,10,Rheinland-Pfalz,27.4
1950,10,Schleswig-Holstein,54.8
1950,10,Saarland,36.9
1950,10,Sachsen,47.7
1950,10,Sachsen-Anhalt,28.6
1950,10,Thueringen/Sachsen-Anhalt,34.9
1950,10,Thueringen,42.8
1950,10,Deutschland,39.2
1951,10,Brandenburg/Berlin,1.9
1951,10,Brandenburg,1.9
1951,10,Baden-Wuerttemberg,37.5
1951,10,Bayern,10.8
1951,10,Hessen,10.3
1951,10,Mecklenburg-Vorpommern,2.7
1951,10,Niedersachsen,4.7
1951,10,Niedersachsen/Hamburg/Bremen,4.6
1951,10,Nordrhein-Westfalen,8.6
1951,10,Rheinland-Pfalz,9.2
1951,10,Schleswig-Holstein,3.9
1951,10,Saarland,9.6
1951,10,Sachsen,4.4
1951,10,Sachsen-Anhalt,8.2
1951,10,Thueringen/Sachsen-Anhalt,14
1951,10,Thueringen,21.3
1951,10,Deutschland,10.7
1952,10,Brandenburg/Berlin,50.2
1952,10,Brandenburg,50.2
1952,10,Baden-Wuerttemberg,123.4
1952,10,Bayern,104.3
1952,10,Hessen,90.4
1952,10,Mecklenburg-Vorpommern,66.9
1952,10,Niedersachsen,79.5
1952,10,Niedersachsen/Hamburg/Bremen,79.5
1952,10,Nordrhein-Westfalen,81.9
1952,10,Rheinland-Pfalz,91.5
1952,10,Schleswig-Holstein,96.2
1952,10,Saarland,122.8
1952,10,Sachsen,77.5
1952,10,Sachsen-Anhalt,54.3
1952,10,Thueringen/Sachsen-Anhalt,66.6
1952,10,Thueringen,82
1952,10,Deutschland,86.8
1953,10,Brandenburg/Berlin,10.7
1953,10,Brandenburg,10.8
1953,10,Baden-Wuerttemberg,39.6
1953,10,Bayern,28.9
1953,10,Hessen,48.3
1953,10,Mecklenburg-Vorpommern,13.7
1953,10,Niedersachsen,20.9
1953,10,Niedersachsen/Hamburg/Bremen,20.8
1953,10,Nordrhein-Westfalen,25.6
1953,10,Rheinland-Pfalz,28.5
1953,10,Schleswig-Holstein,27.4
1953,10,Saarland,30.6
1953,10,Sachsen,21.8
1953,10,Sachsen-Anhalt,18.1
1953,10,Thueringen/Sachsen-Anhalt,26.4
1953,10,Thueringen,36.9
1953,10,Deutschland,26.5
1954,10,Brandenburg/Berlin,56.3
1954,10,Brandenburg,56.3
1954,10,Baden-Wuerttemberg,71.1
1954,10,Bayern,76.8
1954,10,Hessen,79.4
1954,10,Mecklenburg-Vorpommern,62.6
1954,10,Niedersachsen,98
1954,10,Niedersachsen/Hamburg/Bremen,97.8
1954,10,Nordrhein-Westfalen,111.3
1954,10,Rheinland-Pfalz,73.3
1954,10,Schleswig-Holstein,103.7
1954,10,Saarland,104.1
1954,10,Sachsen,66.5
1954,10,Sachsen-Anhalt,59.9
1954,10,Thueringen/Sachsen-Anhalt,63.4
1954,10,Thueringen,67.7
1954,10,Deutschland,79.2
1955,10,Brandenburg/Berlin,50.5
1955,10,Brandenburg,50.3
1955,10,Baden-Wuerttemberg,33.5
1955,10,Bayern,40.3
1955,10,Hessen,36.4
1955,10,Mecklenburg-Vorpommern,54.2
1955,10,Niedersachsen,81.3
1955,10,Niedersachsen/Hamburg/Bremen,81.7
1955,10,Nordrhein-Westfalen,55.5
1955,10,Rheinland-Pfalz,38.2
1955,10,Schleswig-Holstein,97.1
1955,10,Saarland,54
1955,10,Sachsen,52.8
1955,10,Sachsen-Anhalt,56.9
1955,10,Thueringen/Sachsen-Anhalt,52.9
1955,10,Thueringen,47.8
1955,10,Deutschland,52.6
1956,10,Brandenburg/Berlin,72.7
1956,10,Brandenburg,72.3
1956,10,Baden-Wuerttemberg,114.7
1956,10,Bayern,107.6
1956,10,Hessen,80.9
1956,10,Mecklenburg-Vorpommern,62.9
1956,10,Niedersachsen,74.5
1956,10,Niedersachsen/Hamburg/Bremen,74
1956,10,Nordrhein-Westfalen,105.5
1956,10,Rheinland-Pfalz,77.1
1956,10,Schleswig-Holstein,68.1
1956,10,Saarland,85.7
1956,10,Sachsen,72.1
